"picture","file","title","page_link","format","doi","contact_email","url","description","citation","legacy_output_id","legacy_user_id"
"output-poster.png","Luke-et-al-2011-BES-Ants-and-termits.pdf","Functional structure of ant and termite assemblages along a tropical forest disturbance gradient in Sabah, Malaysia","http://www.safeproject.net/projects/biodiversity/diversity-and-composition/functional-structure-of-ant-and-termite-assemblages-along-a-tropical-forest-disturbance-gradient-in-sabah-malaysia/","Poster",NA,NA,NA,NA,"",76,128
"Gray_C_thumb-150x150.png","Gray_C_ScienceAtSAFE.pdf","Do riparian reserves in oil palm plantations conserve terrestrial insect species and their ecological functions?","index.html%3Fp=67365.html","Poster",NA,NA,NA,"","Gray C and Lewis O. 2012. Do riparian reserves in oil palm plantations conserve terrestrial insect species and their ecological functions? Science@SAFE. Imperial College London, Ascot, UK.",77,73
"Nainar_A_thumb-150x150.png","Nainar_A_ScienceAtSAFE.pdf","Turbidity and conductivity changes during storm events in repeat-selectively-logged and old regrowth lightly logged rainforest catchments in Sabah","index.html%3Fp=67363.html","Poster",NA,NA,NA,"","Nainar A, Bidin K, Walsh RPD and Annammala KV. 2012. Turbidity and conductivity changes during storm events in repeat-selectively-logged and old regrowth lightly logged rainforest catchments in Sabah. Science@SAFE. Imperial College London, Ascot, UK.",78,152
"Tangki_H_thumb-150x150.png","Tangki_H_ScienceAtSAFE.pdf","Initial vegetation structure and composition in the logged tropical rainforest of the SAFE Project, Sabah, Malaysia","index.html%3Fp=67359.html","Poster",NA,NA,NA,"","Tangki H, Ewers RM, Turner E, Reynolds G, Sinun W and Hector A. 2012. Initial vegetation structure and composition in the logged tropical rainforest of the SAFE Project, Sabah, Malaysia. Science@SAFE. Imperial College London, Ascot, UK.",80,16
"Singh_M_thumb-150x150.png","Singh_M_ScienceAtSAFE.pdf","Mapping the biomass and forest structure of the SAFE experimental area using Fourier analysis of satellite imagery","index.html%3Fp=67357.html","Poster",NA,NA,NA,"","Singh M, Malhi Y and Bhagwat S. 2012. Mapping the biomass and forest structure of the SAFE experimental area using Fourier analysis of satellite imagery. Science@SAFE. Imperial College London, Ascot, UK.",81,191
"Svatek_M_thumb-150x150.png","Svatek_M_ScienceAtSAFE.pdf","Field-Mapping forest structure and fine-scale spatial distribution in Sabah, Malaysia","index.html%3Fp=67355.html","Poster",NA,NA,NA,"","Svátek M, Rejžek M, Matula R, Řehořková Š and Hédl R. 2012. Field-Mapping forest structure and fine-scale spatial distribution in Sabah, Malaysia. Science@SAFE. Imperial College London, Ascot, UK.",82,201
"output-poster.png","brant_et_al_2012_-_silwood_-_mosquitoes.png","Changes in abundance, diversity and community composition of mosquitoes based on different land use in Sabah, Malaysia","http://www.safeproject.net/projects/biodiversity/diversity-and-composition/changes-in-abundance-diversity-and-community-composition-of-mosquitoes-based-on-different-land-use-in-sabah-malaysia-2/","Poster",NA,NA,NA,NA,"",83,27
"Ewers-and-Turner-2011-ICCB-Roads-and-carbon-150x150.png","Ewers-and-Turner-2011-ICCB-Roads-and-carbon.png","Roads reduce carbon density in logged tropical rainforest","index.html%3Fp=67346.html","Poster",NA,NA,NA,"","Ewers, RM and EC Turner. 2011. Roads reduce carbon density in logged tropical rainforest. International Congress for Conservation Biology, Auckland, New Zealand.",84,57
"carnivore_symposium_-_mammal_surveys_thumbs.jpg","carnivore_symposium_-_mammal_surveys.jpg","Mammalian communities across temporal and spatial gradients of land-use in Borneo","index.html%3Fp=67343.html","Poster",NA,NA,NA,"","Wearn, OR, RM Ewers, C Carbone and JM Rowcliffe. 2011. Mammalian communities across temporal and spatial gradients of land-use in Borneo. Carnivore Symposium, Kota Kinabalu, Malaysia.",85,215
"output-poster.png","Luke-et-al-2011-BES-Ants-and-termites.jpg","Ant and termite assemblages along a tropical forest disturbance gradient in Sabah, Malaysia: potential changes in ecosystem function with diversity loss","http://www.safeproject.net/projects/biodiversity/diversity-and-composition/ant-and-termite-assemblages-along-a-tropical-forest-disturbance-gradient-in-sabah-malaysia-potential-changes-in-ecosystem-function-with-diversity-loss/","Poster",NA,NA,NA,NA,"",86,128
"SAFE-poster-thumb.png","SAFE-poster-thumb.png","The SAFE Project: Stability of Altered Forest Ecosystems","index.html%3Fp=67339.html","Poster",NA,NA,NA,"","Ewers, RM, G Reynolds and EC Turner. 2010. The SAFE Project: Stability of Altered Forest Ecosystems. Association for Tropical Biology and Conservation Annual Meeting, Bali, Indonesia",87,57
"OPCHNLG2anylSRlDy-IkltfLNQpWVNPzqCDdrMpff9w-150x150.jpg","Wilkinson-2013-MSc-Thesis-SAFE-fish-communities.pdf","Composition and abundance of freshwater fish communities across a land use gradient in Sabah, Borneo","index.html%3Fp=67333.html","Masters Thesis",NA,NA,NA,"Malaysia has the highest levels of deforestation and production of palm oil around the world. Due to the paucity of data on the ichthyofauna of Sabah, understanding how this affects the diversity and abundance of freshwater fish, is of great interest as levels of deforestation and conversion to oil palm increase. This project used capture-mark-recapture to determine the abundance and dispersal of three focal taxa (N. everetti, Tor dourensis, Rasbora). Relative abundance was used to compare community similarity and absolute species turnover rates, across the land use gradient. 200m stream transects were established in old growth forest, logged forest and oil palm catchments as part of the Stability of Altered Forest Ecosystems project. Abundance of three focal taxa decreased as riparian vegetation and stream quality decreased; despite this the highest abundance estimate was in oil palm. Community analysis demonstrated a slight, albeit non-significant difference between sampling years (p=0.054) and land use (p=0.098) between sites, and relative abundance of species varied by year and land use. Results need to be treated cautiously due to low recaptures rates and a degree of over-dispersion in the data. The difference indicated over a land use gradient is corroborated, but alternate hypotheses are somewhat divided in the literature, as suggestions of differences at the mesohabitat scale and possible barriers to migration need to be further investigated. It is recommended that intensive research is conducted to obtain a full species list, for the area in order to fully assess how logging and conversion affects fish diversity and abundance in the short and long term. A critical assessment of trapping methodologies was undertaken and recommendations as to the use of trapping techniques are made accordingly.","Wilkinson, C. 2013. Composition and abundance of freshwater fish communities across a land use gradient in Sabah, Borneo. MSc. Imperial College London, London.",88,217
"399px-Coptotermes_formosanus_shiraki_USGov_k8204-7-150x150.jpg","Termite-Blattodea-Termitoidae-functional-diversity-across-a-forest-disturbance-gradient-in-Sabah-Malaysia.pdf","Termite (Blattodea: Termitoidae) functional diversity across a forest disturbance gradient in Sabah, Malaysia","index.html%3Fp=67330.html","Masters Thesis",NA,NA,NA,"Tropical landscapes are suffering from widespread deforestation due to logging and conversion to agriculture. This has major effects on tropical biodiversity. In this study, changes in functional diversity are explored along a tropical forest habitat disturbance gradient in Sabah, Malaysia, for a major group of soil invertebrates, the termites. Studies of functional diversity have various advantages over traditional measures of diversity. Rather than just assessing how species assemblages change in response to habitat disturbance, functional diversity studies provide an understanding of the effects on ecosystem functioning. Six functional traits primarily relating to diet were used to calculate three functional diversity indices (FRic, FEve and FDiv). Changes in each functional diversity index, along with changes in species richness and abundance were analysed across three habitat types (old growth, secondary forest and oil palm plantation), and their relationships with forest quality and environmental conditions also investigated. Old growth forest was found to have a higher FRic, species richness and termite abundance than secondary forest and oil palm. Species richness and abundance also had a positive relationship with forest quality. Species richness was shown to have a unimodal relationship with air temperature. No significant changes were found for the other two indices (FEve and FDiv). This contrasted with a similar study in ants, which found that FEve and FDiv change with habitat type but FRic and species richness do not. This is likely to be due to different environmental tolerances between the two groups. The results suggest that termite functional diversity is at least partially reduced by habitat disturbance. Thus it is important to carefully manage habitat conversion and logging, in order to conserve termite functional diversity and preserve their important contribution to ecosystem functioning. Future studies on termite functional diversity need to sample many more species, as this will allow for a greater resolution in the statistical analysis.","March, JJ. 2013. Termite (Blattodea: Termitoidae) functional diversity across a forest disturbance gradient in Sabah, Malaysia. MSc. Imperial College London, London.",89,248
"2014-01-10-12.42.40-110x110.jpg",NA,"Effects of tree cavity availability on bat distribution across a forest disturbance gradient in Sabah, Malaysia","index.html%3Fp=67328.html","Masters Thesis",NA,NA,NA,"Forest-interior bats of Southeast Asia have been shown to be particularly sensitive to habitat disturbance, and many of these species are now in decline. However, little is known about the reasons for these population declines, and how habitat features may be affecting bat distribution in this region. Species which roost in tree cavities are of particular concern, as logging reduces the number of trees available and may also affect cavity formation in the remaining trees. In order to understand whether or not tree cavities are limiting bat distribution in Sabah, Borneo, tree density and cavity availability were measured across a logging intensity gradient and analysed with bat abundance data. Non-metric multi-dimensional scaling was used to ordinate species assemblage and habitat variables across the sites. Tree density and cavity availability were found to decrease as logging intensity increased. Three forest-interior bat species with declining populations were the focal point for the study, and it was found that for one species, Kerivoula papillosa, declines in this species were correlated with a loss of roost availability in disturbed habitat. Two other species' distribution, Rhinolophus sedulus and Hipposideros ridleyi, did not appear to be affected by changes in roost availability. Further research is needed to determine what other factors, such as prey availability, are causing declines for these two IUCN listed species. More research is also needed to determine what tree species forest-interior bats select for roosting, and whether or not artificial bat roosts could provide supplementary shelters to help boost populations.","Giles, EA. 2012. Effects of tree cavity availability on bat distribution across a forest disturbance gradient in Sabah, Malaysia. MSc. University of Kent, Canterbury.",90,68
"Pycnonotus-goiavier-150x150.jpg","Boyle-2012-MSc-Thesis-predation-rates.pdf","Quantifying predation pressure along a gradient of land use intensity in Sabah, Malaysia","index.html%3Fp=67326.html","Masters Thesis",NA,NA,NA,"Tropical forests around the world are being altered and modified by human activities. Secondary forests are becoming an increasingly common feature of the tropical landscape, and it is important that we assess their potential for biodiversity conservation before they are lost. Many studies focus on abundance and diversity of certain species groups to ascertain the worth of secondary forests, but studies into the functional processes that regulate biotic systems are lacking. This study used a new experimental technique to quantify predation pressure at four forest sites along a gradient of disturbance in Sabah, Borneo. Predation pressure was significantly higher in old growth forest and declined with increasing levels of disturbance. Evidence of a taxa shift in the drivers of predation in disturbed forest was also uncovered. The study suggests that more research should focus on functional diversity and ecosystem processes to truly assess the potential of secondary forests for long term conservation.","Boyle, MJW. 2012. Quantifying predation pressure along a gradient of land use intensity in Sabah, Malaysia. MSc. Imperial College London, London.",91,26
"P1310793-150x150.jpg","Kendall-2012-MSc-Thesis-leeches.pdf","The effect of rainforest modification on two species of South-East Asian terrestrial leeches, Haemadipsa zeylanica and Haemadipsa picta","index.html%3Fp=67324.html","Masters Thesis",NA,NA,NA,"Rainforests around the world are facing increasing pressure from deforestation. Large areas in Sabah, Malaysian Borneo, are being logged and cleared for Oil Palm plantations. The resulting landscape is one of logged forest and forest fragments, and it is important to understand how this modified landscape affects biodiversity. South East Asian rainforests are home to two common sanguivorous terrestrial leeches, Haemadipsa zeylanica and Haemadipsa picta, which inhabit the forest floor and undergrowth, feeding on mammals. Despite the ubiquitousness of these species, little is known of their ecology or their response to forest modification. This study surveyed for terrestrial leeches in primary forest, logged forest and Oil Palm plantation, and alongside waterways to identify patterns of leech encounter rate, the proportion of the species, and the biomass. As forest is logged, the total leech encounter rate increases due to the increase in abundance of H. picta; H. zeylanica declines as forest is logged. These trends are also correlated with other environmental variables. Though encounter rate increases with logging, leech biomass, measured as length, remains the same through different levels of logged forest. No leeches are found in Oil Palm plantations. Riparian reserves around waterways in Oil Palm plantations have leeches present though they are not as populous as those surrounding waterways in logged forest.","Kendall, A. 2012. The effect of rainforest modification on two species of South-East Asian terrestrial leeches, Haemadipsa zeylanica and Haemadipsa picta. MSc. Imperial College London, London.",92,105
"2014-01-13-12.14.19-110x110.jpg","Singh-2012-MPhil-remote-sensing-biomass.pdf","Forest structure and biomass in a mixed forest-oil palm landscape in Borneo","index.html%3Fp=67322.html","Masters Thesis",NA,NA,NA,"The research focusses on differentiating between the AGB and forest stand parameters of riparian and non-riparian zones of a mixed land use type in Malaysian Borneo comprising of lowland forests, logged forests and oil palm plantations. Detailed field surveys were carried out to collect forest mensuration data.Field work was complemented by extensive remote sensing analysis. Fourier analysis and grey level co-occurrence based texture analysis techniques were applied on SPOT 5 data for both differentiating and predicting the AGB values for different forest types. It was found Fourier based methods could both differentiate and predict the biomass of different land use types without undergoing saturation. The research establishes thresholds for disturbances these forests zones can undergo before their AGB values decline. The research also determined that AGB value is much higher for riparian margins than for surrounding oil palm plantations. Hence the retention of riparian margins can yield significant carbon storage benefits.","Singh, M. 2012. Forest structure and biomass in a mixed forest-oil palm landscape in Borneo. MPhil. University of Oxford, Oxford.",93,191
"2014-01-16-20.34.33-110x110.jpg","Plowman-2012-Msc-thesis-inverts-and-fungi-litter-decomp.pdf","Impact of invertebrates and fungi on leaf litter decomposition across a forest modification gradient in Sabah, Malaysia","index.html%3Fp=67320.html","Masters Thesis",NA,NA,NA,"Tropical forests are some of the most species rich biomes on the planet yet are being converted to agricultural landscapes at an alarming rate. The problem is particularly acute in South East Asia and, with the rapid expansion of the oil palm industry Malaysia is one of the top global exporters of palm oil. Since this trend of habitat modification looks unlikely to decelerate in the near future, rapid assessment of existing diversity and its biological consequences is essential. Decomposition is an important ecosystem function for the redistribution of nutrients in forest soils and is performed in a large part by forest biota. This study investigates the role of leaf litter invertebrates and fungi in early stage decomposition across a range of habitat degradation; old growth, secondary forest and mature oil palm plantation. A litterbag exclusion experiment was carried out to determine the relative impacts and interaction of macro-invertebrates and fungi in the first 40 days of decomposition. The experiment excluded (a) macro-invertebrates (>1mm), (b) fungi, and (c) both macro-invertebrates and fungi. In oil palm, excluding fungi inhibited leaf litter decomposition when macro-invertebrates were allowed access but not when they were excluded, suggesting that macro-invertebrates can inhibit decomposition processes in the absence of fungi in this habitat. In old growth, only the combination of excluding macro-invertebrates and fungi caused a decrease in decomposition rate, suggesting that interactions between them are key to normal function in the system. There appears to be a degree of functional redundancy found in every habitat but the mechanisms differ between them. This result illustrates how removing certain guilds can disrupt the complex interactions of decomposer communities. More work is necessary to identify guild and species interactions in order to predict the effect of non-random species loss on the functioning of forest and agricultural ecosystems after habitat modification.","Plowman, NS. 2012. Impact of invertebrates and fungi on leaf litter decomposition across a forest modification gradient in Sabah, Malaysia. MSc. Imperial College London, London.",94,167
"IMGP5108-110x110.jpg","Loveridge-2012-MS-Thesis-small-mammal-movement.pdf","Microhabitat preference of native and invasive small mammal species in logged forests of Sabah, Borneo","index.html%3Fp=67318.html","Masters Thesis",NA,NA,NA,"","Loveridge, R. 2012. Microhabitat preference of native and invasive small mammal species in logged forests of Sabah, Borneo. MSc. Imperial College London, London.",95,127
"IMGP5136-110x110.jpg","Hamley-2012-MSc-Thesis-ecosystem-engineer-models.pdf","Modelling the impact of a keystone species on community diversity and stability","index.html%3Fp=67315.html","Masters Thesis",NA,NA,NA,"Despite receiving frequent theoretical attention, the impact of a keystone species on community diversity and stability has not been widely investigated outside of the context of food webs. I developed a framework for layering a neutral model with a stochastic Levins model of a keystone species, in which local community size is dependent on the occupancy status of patches in the Levins model. At each time step, if a new patch becomes occupied it is assigned to a local community which then increases in size. The layered models predict higher species richness but lower temporal stability for all communities, when compared to a neutral model alone. High colonisation rates and low extinction rates in the layered models produced higher temporal stability and species richness. In addition, increasing migration rates, local community sizes and total number of communities resulted in communities with greater levels of stability and species richness. I compare patterns of model outputs and discuss the implications of using a measure of stability for a neutral approach to community ecology. Potential parameterisation methods are suggested for using a bird's nest tree fern (Asplenium spp.) - invertebrate system, in which rainforest canopy diversity estimates can almost double when bird's nest ferns are present. This project presents a novel way of modelling keystone species in cases where they support high diversity through habitat creation.","Hamley, JI. 2012. Modelling the impact of a keystone species on community diversity and stability. MSc. Imperial College London, London.",96,249
"P9160545-110x110.jpg","Bishop-2012-MSc-Thesis-ant-functional-diversity.pdf","Functional diversity and community assembly patterns in ant (Hymenoptera: Formicidae) communities across a forest disturbance gradient in Sabah, Malaysia","index.html%3Fp=67313.html","Masters Thesis",NA,NA,NA,"1. A functional trait based approach to studying ecological communities provides a number of advantages over a purely taxonomic method. Functional diversity can be calculated and the processes of community assembly can be investigated. Both these aspects of communities will have an influence on ecosystem functions. 2. Here, patterns of functional diversity and community assembly processes are explored across a tropical forest disturbance gradient in Sabah, Malaysia for a dominant group of terrestrial insects, the ants, in order to characterise and understand the changes that may be occurring due to conversion of forest to agriculture. 3. Three functional diversity metrics (FRic, FEve and FDiv) were calculated based on five functional traits that were chosen to represent resource use for replicate leaf-litter and soil ant communities. Differences in these metrics across habitat types were analysed and community assembly processes revealed by comparison to null distributions. 4. It is found that FEve and FDiv change with habitat type but FRic and alpha species richness do not. Furthermore, a gradient of assembly processes is found across different levels of disturbance: old growth forest appears largely competitively structured whilst oil palm habitats are dominated by a mixture of stochastic and habitat filtering processes. 5. In addition, these changes across habitat type are tied to particular functional trait complexes. Notably, traits states that are linked to hypogaeic predators appear to be underrepresented in oil palm whilst those associated with both large and small omnivores may be missing from secondary forest. 6. The pattern of these results contradicts that already reported for tropical ants. Previous work suggests a linear increase in deterministic processes with disturbance. This study proposes a quadratic relationship: pristine and highly disturbed habitats tend toward determinism whilst habitats of intermediate disturbance appear largely stochastically assembled. This disagreement is likely due to the differences in the ant fauna sampled and the analytical methods used. These results suggest that functional traits are crucial to a complete understanding of changes in community level processes in complex systems such as the rainforest floor.","Bishop, TR. 2012. Functional diversity and community assembly patterns in ant (Hymenoptera: Formicidae) communities across a forest disturbance gradient in Sabah, Malaysia. MSc. Imperial College London, London.",97,18
"2014-01-13-11.44.32-110x110.jpg",NA,"Characterising small mammal responses to tropical forest loss and degradation in Northern Borneo using capture-mark-recapture methods","index.html%3Fp=67311.html","Masters Thesis",NA,NA,NA,"Understanding the ways in which ecological communities are affected by habitat modification is one of the conditions for effective conservation and sustainable land-management. This study used capture-mark-recapture methods to investigate the response of small non-volant mammals to tropical forest logging and conversion to oil palm at a site in Northern Borneo. Trapping grids were established in unlogged primary forest, twice logged forest and oil palm plantations as part of the Stability of Altered Forest Ecosystems project, a large ecological experiment investigating the effects of disturbance on tropical forest biodiversity. Measures of community structure, composition and species richness were compared between the three habitats. Species-specific densities were estimated and contrasted between the different grids using innovative spatially explicit mark-recapture techniques. Finally, habitat use at the trap-level was further investigated for the three most common species as well as for the genus Rattus by modelling detection as a function of 10 micro-habitat characteristics. A total of 23 different species were caught overall. Grids sampled in logged forest showed higher species richness and similar structure to that of the unlogged forest site. Communities in both these habitats were considerably more diverse and harboured a higher number of specialised species than in the oil palm site, which was largely populated by invasive Rattus species. For two of the three species considered (Maxomys surifer and Maxomys whiteheadi), densities were found to be markedly higher in logged forest, a response partly explained by increased ground vegetation density and a pronounced heterogeneity in micro-habitat patches. Although the design limitations of this study preclude firm conclusions, it appears that logged forests play an important role in maintaining the integrity of small mammal communities and ensuring the persistence of individual species. Recommendations concerning the use of capture-mark-recapture methods to study small mammals in tropical forests are made accordingly.","Cusack, J. 2011. Characterising small mammal responses to tropical forest loss and degradation in Northern Borneo using capture-mark-recapture methods. MSc. Imperial College London, London.",98,40
"DSC5743-150x150.jpg","luke-ant-and-termite-interactions.pdf","Ant and termite assemblages along a tropical forest disturbance gradient in Sabah, Malaysia: a study of co-variation and trophic interactions","index.html%3Fp=67302.html","Masters Thesis",NA,NA,NA,"Secondary forest and oil palm plantations are an increasing feature of landscapes in Southeast Asia but their value for biodiversity is largely unknown. Ants and termites are dominant groups in tropical ecosystems and play important roles in food webs and provision of ecosystem services such as decomposition. This study considers the effects of habitat change on ant and termite diversity, abundance and assemblage structure - the effects of environmental variables and interactions between ants and termites. Old growth forest, secondary forest and oil palm sites were surveyed in Sabah, Malaysia and ants and termites were collected from soil and dead wood. Environmental conditions and vegetation were assessed at each site, along with features of soil pits and dead wood. Generic richness and abundance of termites were highest in old growth forest, and decreased significantly in secondary and oil palm sites. Ants appeared less dependent on old growth forest, showing highest genus richness and abundance in secondary forest habitat and high occurrence in oil palm. Both ant and termite community assemblages changed along a disturbance gradient, with differences in abundance according to functional groups between habitats. High turnover in assemblage between habitat types suggests that forest specialists were not found in secondary forest and oil palm. Additional to the effects of environmental variables on ant and termite assemblages, results indicate that ant-termite interactions play a significant role in structuring communities. Occurrence of certain ant functional groups partly explained patterns of termite assemblage structure, and vice versa. Variations across habitats and scales suggest that in addition to threats caused by change in environmental variables, assemblages could be affected by changing interactions when habitat is converted. Protection of old growth forest is therefore essential for termite assemblages and forest-specialist ants, but secondary forests also provide valuable habitat and should be protected.","Luke, S. 2010. Ant and termite assemblages along a tropical forest disturbance gradient in Sabah, Malaysia: a study of co-variation and trophic interactions. MSc. University of East Anglia, Norwich.",99,128
"CIMG3135-150x150.jpg","Gleave-2013-MSc-Thesis-seed-removal.pdf","Post-dispersal seed removal rates: the relative roles played by vertebrates and invertebrates along a land-use gradient due to tropical forest degradation in Sabah, Malaysia","index.html%3Fp=67133.html","Masters Thesis",NA,NA,NA,"Tropical forests are being continually degraded and converted to plantations, to the detriment of the organisms living within them. Understanding how land use change affects the very processes underpinning ecosystem function is understudied, yet plays a key role in biodiversity conservation. This study used exclosure experiments to quantify the roles played by vertebrates and invertebrates in secondary seed removal, at a site in Northern Borneo. Transects were laid out in unlogged primary forest, twice logged secondary forest and oil palm plantation, all as part of the Stability of Altered Forest Ecosystems project, a large ecological project examining the effects of fragmentation and conversion to monocultural agriculture on forests in Malaysia. The relationship between rates of seed removal and forest quality were investigated. Invertebrates were found to dominate seed removal across all habitats and forest quality levels, with significantly increased vertebrate seed removal in highly degraded forest, which is thought to be linked to higher ground vegetation in these microhabitats. Although seed size and chemistry must play an important role, it appears that invertebrates play a key role in secondary seed predation and dispersal beyond what was assumed for South-East Asian forests.","Gleave, RA. 2013. Post-dispersal seed removal rates: the relative roles played by vertebrates and invertebrates along a land-use gradient due to tropical forest degradation in Sabah, Malaysia. MSc. Imperial College London, London.",100,70
